{'tip': '小贴士：“雨点横飞”：“雨”字中的点“丶”和横“一”飞走，剩“巾”，“先慢行”：“慢”字的前面行离（先为前），剩“曼”，合为“幔”。', 'mystery': '谜面：雨点横飞先慢行 （打一字）', 'answer': '谜底：幔'}
{'tip': '小贴士：“安排宴”别解为“宴”字去掉“安”字余下“日”字，“客”扣“西”字，合为“晒”字。', 'mystery': '谜面：安排宴会招待客 （打一字）', 'answer': '谜底：晒'}
{'tip': '小贴士：“两人一别”别解为“两”字去掉“人一”余下“内”字，“十八”扣“木”字，合为“枘”字。', 'mystery': '谜面：两人一别十八载 （打一字）', 'answer': '谜底：枘'}
{'tip': '小贴士：子“鼠”，亥“猪”。', 'mystery': '谜面：鼠大哥好神气，身后跟着个猪小弟 （打一字）', 'answer': '谜底：孩'}
{'tip': '', 'mystery': '谜面：光合作用 （打一汽车品牌）', 'answer': '谜底：日产'}
{'tip': '小贴士：“开始”扣“启”，“时”扣“辰”。', 'mystery': '谜面：开始计时 （打一汽车品牌）', 'answer': '谜底：启辰'}
{'tip': '', 'mystery': '谜面：水淹木桥小心掉落 （字一）', 'answer': '谜底：深'}
{'tip': '小贴士：“去南山”别解为将“山”之南“一”去掉，剩下“川”。', 'mystery': '谜面：去南山干活 （字一）', 'answer': '谜底：圳'}
{'tip': '小贴士：谜底断读：第 / 一人。', 'mystery': '谜面：独居 （对人的评语）', 'answer': '谜底：第一人'}
{'tip': '小贴士：“泽”扣“水”，“福天下”扣“均益”。', 'mystery': '谜面：泽福天下 （打一央视主持人）', 'answer': '谜底：水均益'}
{'tip': '小贴士：义为“船上相见”。', 'mystery': '谜面：海上约会 （打一字）', 'answer': '谜底：舰'}
{'tip': '小贴士：释义“船上老头”，叟扣“老”。', 'mystery': '谜面：老水手 （打一字）', 'answer': '谜底：艘'}
{'tip': '小贴士：“会首”扣“人”，“草首”扣“艹”，“桥首”扣“木”，合成“茶”，“茗”含“茶”之意。', 'mystery': '谜面：首会草桥共品茗 （打一字）', 'answer': '谜底：茶'}
{'tip': '小贴士：“寒秋”扣“禾”，“早上”扣“日”，合成“香”，芬芳含香之意。', 'mystery': '谜面：寒秋早上溢芬芳 （打一字）', 'answer': '谜底：香'}
{'tip': '小贴士：“狗”扣“犬”，谜面别解为“突”字去掉“犬”字余下“穴”字。', 'mystery': '谜面：突然窜出一条狗 （打一字）', 'answer': '谜底：穴'}
{'tip': '小贴士：“点”扣“、”，“点不”扣“礻”，“哥哥”扣“兄”字，合为“祝”字。', 'mystery': '谜面：到点不见哥哥来 （打一字）', 'answer': '谜底：祝'}
{'tip': '小贴士：“天上”扣“一”字，“星桥”形扣“宀”，“水中”扣“亅”，合为“宁”字。', 'mystery': '谜面：天上星桥映水中 （打一字）', 'answer': '谜底：宁'}
{'tip': '', 'mystery': '谜面：军中无戏言 （字一）', 'answer': '谜底：害'}
{'tip': '小贴士：“律”别解为“音律”。', 'mystery': '谜面：调音师 （2字哲学词一）', 'answer': '谜底：规律'}
{'tip': '小贴士：“毕业后”取“丨、一”，“到西北”取“到”的西北部分“一、厶”。', 'mystery': '谜面：毕业后到西北 （5笔字一）', 'answer': '谜底：去'}
{'tip': '小贴士：“浪”扣“波”，“歌”扣“音”。', 'mystery': '谜面：浪花里飞出欢乐的歌 （打一公司名）', 'answer': '谜底：波音'}
{'tip': '小贴士：“夜（夕）一到后”扣“列”，“人”扣“亻”，合成“例”。', 'mystery': '谜面：夜一到后约人来 （打一字）', 'answer': '谜底：例'}
{'tip': '小贴士：“一月储备”扣“且”，“劲后”扣“力”，合成“助”。', 'mystery': '谜面：一月储备添后劲 （打一字）', 'answer': '谜底：助'}
{'tip': '小贴士：“碰掉头”成“哑”，“手势代言”含哑巴特征。', 'mystery': '谜面：碰掉头手势代言 （打一字）', 'answer': '谜底：哑'}
{'tip': '小贴士：“湘女落泪”别解为“湘女”中的“泪”落掉，剩“木、女”，“奔阁中”别解为“阁”字中间部分奔离，剩“门”，+“女”+“木”，合为“娴”。', 'mystery': '谜面：湘女落泪奔阁中 （打一字）', 'answer': '谜底：娴'}
{'tip': '小贴士：“直（|）”去“上海（申）”扣“日”，“客”扣“西”，合成“晒”。', 'mystery': '谜面：直去上海做客 （打一字）', 'answer': '谜底：晒'}
{'tip': '小贴士：“一离上海（申）”扣“中”，“直（|）向前”扣“亻”，合成“仲”。', 'mystery': '谜面：一离上海直向前 （打一字）', 'answer': '谜底：仲'}
{'tip': '小贴士：“飞机几”别解为“机”字去掉“几”字余下“木”字，“点”扣“、”，“返西”扣“辶”，合为“述”字。', 'mystery': '谜面：飞机几点返西安？（打一字）', 'answer': '谜底：述'}
{'tip': '小贴士：“本人”合成“体”字，“吉利”是“曹操”的小字。', 'mystery': '谜面：本人吉利 （打2字体育项目）', 'answer': '谜底：体操'}
{'tip': '小贴士：吠字低了一点扣呔字，呔字意即一声吓人。', 'mystery': '谜面：吠低一点仍吓人 （打一字）', 'answer': '谜底：呔'}
{'tip': '小贴士：“俩”拆成“两亻”，“亻”扣“人”。', 'mystery': '谜面：俩 （打一带量中药）', 'answer': '谜底：一两人参'}
{'tip': '小贴士：“一点桥上”扣“宝盖头”，“哥”字分离成“口丁口丁”。', 'mystery': '谜面：一点桥上哥分离 （二字词语）', 'answer': '谜底：叮咛'}
{'tip': '小贴士：“三方”扣“目”，“二方”扣“日”，“大小”明扣，“一点一点”扣“丶丶”。', 'mystery': '谜面：三方连大一点，二方连小一点 （打一字）', 'answer': '谜底：瞭'}
{'tip': '小贴士：“英雄”扣“威士”，谜面说威士所顾忌的。', 'mystery': '谜面：英雄难过美人关 （打一酒名）', 'answer': '谜底：威士忌'}
{'tip': '小贴士：“一一”离“日本”余“口”及“木”，排除“杏、呆”，便是“困”。', 'mystery': '谜面：一一离日本，猜杏呆便错 （打一字）', 'answer': '谜底：困'}
{'tip': '小贴士：“骑马可去”扣“大”，“人”扣“亻”，“点”扣“、”，合成“伏”。', 'mystery': '谜面：骑马可去多点人 （打一字）', 'answer': '谜底：伏'}
{'tip': '', 'mystery': '谜面：水调船头 （打一字）', 'answer': '谜底：沿'}
{'tip': '小贴士：水帘扣“氵，门”，猴进入水帘洞可成王。', 'mystery': '谜面：石猴飞入水帘洞 （打一字）', 'answer': '谜底：润'}
{'tip': '小贴士：谜底别解为“放松武力戒备”。', 'mystery': '谜面：刀枪入库 （打一水浒人物）', 'answer': '谜底：武松'}
{'tip': '小贴士：白玉堂诨号“锦毛鼠”。', 'mystery': '谜面：解救白玉堂 （打一动物）', 'answer': '谜底：松鼠'}
{'tip': '小贴士：“宣传”扣“张”，“好人好事”扣“良”。', 'mystery': '谜面：宣传好人好事 （打一汉朝功臣）', 'answer': '谜底：张良'}
{'tip': '小贴士：“不点头”扣“礻”，“未”与生肖“羊”对应扣“羊”，合成“祥”，“吉利”含“祥”之意。', 'mystery': '谜面：不点头未来吉利 （打一字）', 'answer': '谜底：祥'}
{'tip': '小贴士：“先生”扣“丿”，“白首”扣“丿”，“下乡”扣“丿”，“春”扣“木”，合成“杉”。', 'mystery': '谜面：先生白首春下乡 （打一字）', 'answer': '谜底：杉'}
{'tip': '小贴士：“早上”扣“曰”，“聚首”扣“取”，合成“最”，“醉”与“最”读声同。', 'mystery': '谜面：早上聚首读醉声 （打一字）', 'answer': '谜底：最'}
{'tip': '小贴士：“天”与“方格（口）”可组合成“吞”及“吴”，“并非吴”余“吞”之选。', 'mystery': '谜面：天各一方并非吴 （打一字）', 'answer': '谜底：吞'}
{'tip': '小贴士：“再加”扣“艹”，“点点干”扣“平”，合成“苹”。', 'mystery': '谜面：再加点点干劲 （打一字）', 'answer': '谜底：苹'}
{'tip': '小贴士：“再加（十）”扣“艹”，“二人”扣“夫”，合成“芙”，四川成都又称芙蓉城。', 'mystery': '谜面：再加二人筑成都 （打一字）', 'answer': '谜底：芙'}
{'tip': '小贴士：“情之心”即“忄”吐余“青”，“话半”取“讠”，合成“请”。', 'mystery': '谜面：情话半叙心声吐 （打一字）', 'answer': '谜底：请'}
{'tip': '小贴士：“加”扣“十”，“郊外”含“甸”之意。', 'mystery': '谜面：加入句中成郊外 （打一字）', 'answer': '谜底：甸'}
{'tip': '小贴士：“迎难而上”扣“又”，“后排阻”扣“阝”，合成“邓”。', 'mystery': '谜面：迎难而上后排阻 （打一姓氏）', 'answer': '谜底：邓'}
{'tip': '小贴士：“难上”即“又”。', 'mystery': '谜面：迎难而上 （打一字）', 'answer': '谜底：又'}
{'tip': '小贴士：义为“表明淡化咸水湖的决心”，“泊”扣“湖”。', 'mystery': '谜面：青海湖上的雨 （打一四字词语）', 'answer': '谜底：淡泊明志'}
{'tip': '', 'mystery': '谜面：左一绞，右一绞，独木桥上比赛跑 （打一字）', 'answer': '谜底：丝'}
{'tip': '小贴士：“小”字明扣，“方”形扣“口”字，“两点”扣“冫”，“飞广西”别解为“广”字去掉西面部分余下“亠”，合为“凉”字。', 'mystery': '谜面：小方两点飞广西 （打一字）', 'answer': '谜底：凉'}
{'tip': '小贴士：“先生”扣“丿”，“自别先生”别解为“自”字去掉“丿”余下“目”字，“未”依地支与属相的对应关系扣“羊”字，合为“着”字。', 'mystery': '谜面：自别先生未再见 （打一字）', 'answer': '谜底：着'}
{'tip': '小贴士：“湖”中消逝余“氵”及“月”，“黛玉”扣“林”，合成“潸”。', 'mystery': '谜面：湖中消逝黛玉梦 （打一字）', 'answer': '谜底：潸'}
{'tip': '小贴士：“早上”扣“日”，“下雪”扣“彐”，“双丰收”扣“丰丰”，合成“暳”。', 'mystery': '谜面：早上下雪双丰收 （打一字）', 'answer': '谜底：暳'}
{'tip': '小贴士：“诺诺连声”扣“哥”，“欢后”扣“欠”，“哥”联“欠”成“歌”。', 'mystery': '谜面：诺诺连声联欢后 （打一字）', 'answer': '谜底：歌'}
{'tip': '小贴士：“洞”扣“穴”，“幕后者”扣“巾”，合成“帘”。', 'mystery': '谜面：洞底深藏幕后者 （打一字）', 'answer': '谜底：帘'}
{'tip': '小贴士：“眼前”扣“目”，“难上去”扣“隹”，合成“睢”。', 'mystery': '谜面：眼前产值难上去 （打一字）', 'answer': '谜底：睢'}
{'tip': '小贴士：“一”与“冉”见面即成“再”。', 'mystery': '谜面：一定再见面 （打一字）', 'answer': '谜底：冉'}
{'tip': '小贴士：“洗次头”扣“润发”。', 'mystery': '谜面：一个礼拜洗次头 （打一影视明星）', 'answer': '谜底：周润发'}
{'tip': '小贴士：红糖是糖汁慢慢熬焦而成。', 'mystery': '谜面：红糖加工厂 （打一城市）', 'answer': '谜底：焦作'}
{'tip': '小贴士：“方”扣“囗”，“向”明扣，“一”明扣。', 'mystery': '谜面：方向一致 （打一字）', 'answer': '谜底：晌'}
{'tip': '小贴士：“西湖”扣“氵”，“残月”扣“弓”，“高台”扣“厶”，合成“泓”。', 'mystery': '谜面：西湖残月照高台 （打一字）', 'answer': '谜底：泓'}
{'tip': '小贴士：狡兔有三窟，窟可为“穴”，三兔房产扣“九穴”。', 'mystery': '谜面：三兔房产 （打一字）', 'answer': '谜底：究'}
{'tip': '', 'mystery': '谜面：应声起舞 （打一成语）', 'answer': '谜底：步调一致'}
{'tip': '小贴士：“水美草肥”扣“草原”，适合胡人放牧居住。', 'mystery': '谜面：水美草肥宜人居 （打一人名）', 'answer': '谜底：胡适'}
{'tip': '小贴士：《怒吼吧黄河》扣“曲”怒吼也可扣“啸”。', 'mystery': '谜面：《怒吼吧黄河》 （打一中国演讲励志名人）', 'answer': '谜底：曲啸'}
{'tip': '小贴士：“窝”扣家“门”，“伐”对“斗”。', 'mystery': '谜面：窝里斗 （打一字）', 'answer': '谜底：阀'}
{'tip': '小贴士：六岁开始上小学一年级。', 'mystery': '谜面：一年级新生 （打一演员艺名）', 'answer': '谜底：六小龄童'}
{'tip': '小贴士：“一若离开”扣“廾”，“白首”扣“丿”，合成“升”。', 'mystery': '谜面：一若离开白首回 （打一字）', 'answer': '谜底：升'}
{'tip': '小贴士：“眼前”扣“目”，“难又渡过”扣“隹”，合成“睢”。', 'mystery': '谜面：眼前难关又度过 （打一字）', 'answer': '谜底：睢'}
{'tip': '小贴士：“助手”扣“扌”，“摞”字去掉“扌”余下“累”字。', 'mystery': '谜面：没有助手必然累 （打一字）', 'answer': '谜底：摞'}
{'tip': '小贴士：“中国腾飞”别解为“国”字去掉中间部分余下“口”字，“千里”借代扣“马”字（千里马），合为“吗”字。', 'mystery': '谜面：盼中国腾飞千里 （打一字）', 'answer': '谜底：吗'}
{'tip': '小贴士：“上台后”别解为：上来“台”字的后部“口”，“并非”别解为：合并的“非”字 =“丰”，“容易”别解为“容”字变换为“宀、谷”（“易”有“改变、变换”之意），合为“豁”。（谜面意涵：拜登上台后，接手一个烂摊子并非容易事，但也只能“豁”出去面对了）。', 'mystery': '谜面：上台后并非容易 （打一字）', 'answer': '谜底：豁'}
{'tip': '小贴士：“晾”之“日”已移动成了“景”。', 'mystery': '谜面：晾被不觉日已移 （打一字）', 'answer': '谜底：景'}
{'tip': '小贴士：“一人”在“叩”的首头位即是“命”，“活力”含“命”之意。', 'mystery': '谜面：一人叩首现活力 （打一字）', 'answer': '谜底：命'}
{'tip': '小贴士：“氵”象形“数点墨”花了、散了，“笺上开”别解为“笺”字上的“竹”字头离开，剩“戋”，合为“浅”。', 'mystery': '谜面：数点墨花笺上开 （打一字）', 'answer': '谜底：浅'}
{'tip': '小贴士：“东坡”扣“皮”，“心不急”扣“刍”，合成“皱”，苏东坡题诗心有成竹而不急。', 'mystery': '谜面：东坡题诗心不急 （打一字）', 'answer': '谜底：皱'}
{'tip': '小贴士：“烟”不容“火”余“因”。', 'mystery': '谜面：戒除吸烟不容火 （打一字）', 'answer': '谜底：因'}
{'tip': '', 'mystery': '谜面：西方没有东方大 （打一字）', 'answer': '谜底：咽'}
{'tip': '', 'mystery': '谜面：左邻右舍 （打一字）', 'answer': '谜底：令'}
{'tip': '小贴士：“北大荒”扣“黑土”，“争”扣“斗”。', 'mystery': '谜面：北大荒之争 （打一木工用具）', 'answer': '谜底：墨斗'}
{'tip': '小贴士：“字”扣“文”。', 'mystery': '谜面：闺中待字可出行 （打一字）', 'answer': '谜底：闵'}
{'tip': '小贴士：努尔哈赤扣“清”，一心灭明。', 'mystery': '谜面：努尔哈赤的小九九 （打一传统节日）', 'answer': '谜底：清明'}
{'tip': '小贴士：玄武为“龟蛇相缠”。', 'mystery': '谜面：龟蛇护宅生祸端 （打一古代事件）', 'answer': '谜底：玄武门之变'}
{'tip': '小贴士：“国”了去一点余“囗”及“王”，可改变成“呈”。', 'mystery': '谜面：国貌改变了一点 （打一字）', 'answer': '谜底：呈'}
{'tip': '小贴士：“共有二回”扣“其”，“不露头”扣“木”，合成“棋”。', 'mystery': '谜面：共有二回不露头 （打一字）', 'answer': '谜底：棋'}
{'tip': '小贴士：“东浦”扣“甫”，“放”明扣，合成“敷”。', 'mystery': '谜面：东浦放生 （打一字）', 'answer': '谜底：敷'}
{'tip': '小贴士：“踟”字由知足组成。', 'mystery': '谜面：万事如意知足吧 （打一字）', 'answer': '谜底：踟'}
{'tip': '小贴士：谜面别解为“清朝、明朝”的前一朝代。', 'mystery': '谜面：清明前一朝 （打一字）', 'answer': '谜底：元'}
{'tip': '小贴士：“败灯”谐音。', 'mystery': '谜面：左看像电灯，右看像电灯，但它就是不会亮。 （打二字人名，梨花格）', 'answer': '谜底：拜登'}
{'tip': '小贴士：“虽分离”别解为“虽”字分离成“口虫”，“丝”义扣“糸”字，“一直”扣“十”字，合为“螺”字。', 'mystery': '谜面：虽分离，一丝牵挂一直在 （打一字）', 'answer': '谜底：螺'}
{'tip': '小贴士：“后悔莫及”别解为“悔”字去掉后面部分余下“忄”，“下错”扣“昔”字，合为“惜”字。', 'mystery': '谜面：后悔莫及犯下错 （打一字）', 'answer': '谜底：惜'}
{'tip': '小贴士：“决定之后”扣“夬”字，“服”义为“衣”扣“衤”，合为“袂”字。', 'mystery': '谜面：决定之后要服从 （打一字）', 'answer': '谜底：袂'}
{'tip': '小贴士：“砸锅卖铁”扣“呙”，“洞底”义为“穴下”。', 'mystery': '谜面：砸锅卖铁补底洞 （打一字）', 'answer': '谜底：窝'}
{'tip': '小贴士：义为“一人台上说”，“陈”扣“说”。', 'mystery': '谜面：演说家 （打一党史人名）', 'answer': '谜底：陈独秀'}
{'tip': '小贴士：“电影对白”扣“演员说的词”。', 'mystery': '谜面：电影对白 （打一社会活动）', 'answer': '谜底：演说'}
{'tip': '小贴士：“味”的“一”下移成“呠”，“喷放”含“呠”之义。', 'mystery': '谜面：一味下移成喷放 （打一字）', 'answer': '谜底：呠'}
{'tip': '小贴士：“韵”扣“声”，义为“声音先到”。', 'mystery': '谜面：未见其人先闻其声 （打一著名公司名二字）', 'answer': '谜底：韵达'}
{'tip': '小贴士：“千里”组合成“重”，可喜可贺扣“庆”。', 'mystery': '谜面：千里成交可喜可贺 （打一城市）', 'answer': '谜底：重庆'}
{'tip': '小贴士：“共”加“二”为“其”。', 'mystery': '谜面：一共还有二月至 （打一字）', 'answer': '谜底：期'}
{'tip': '小贴士：“皮老虎”，疏通水管所用。', 'mystery': '谜面：皮老虎 （打一汽车公司）', 'answer': '谜底：通用'}
{'tip': '小贴士：“开战后”扣“占”，“粒米未入”扣“立”，合成“站”。', 'mystery': '谜面：开战后粒米未入 （打一字）', 'answer': '谜底：站'}
{'tip': '小贴士：“甜蜜”扣“甘”，“初吻”别解为“吻”字的初始部分，为“口”，合为“咁”。', 'mystery': '谜面：甜蜜的初吻 （打一字）', 'answer': '谜底：咁'}
