{'tip': '小贴士：谜底要顿读作“书生，气十足”。“书生”别解为“对书本陌生”。', 'mystery': '谜面：课文背不出怒火满腹 （打五字口语）', 'answer': '谜底：书生气十足'}
{'tip': '小贴士：“不大”别解为“不长大”。', 'mystery': '谜面：祝你永远年轻 （打四字常言俗语）', 'answer': '谜底：希望不大'}
{'tip': '小贴士：“兄弟”，亦称“手足”。', 'mystery': '谜面：兄弟有情留半杯 （打五字口语）', 'answer': '谜底：手脚不干净'}
{'tip': '小贴士：“川境”，古属巴国之地。', 'mystery': '谜面：走遍川境无觅处 （打三字常言）', 'answer': '谜底：巴不得'}
{'tip': '小贴士：“所”，别指“住所”。', 'mystery': '谜面：暮年购楼心中美 （打四字常言）', 'answer': '谜底：老有所乐'}
{'tip': '小贴士：谜底中的“满”别指“骄傲自满”。', 'mystery': '谜面：记得“谦虚”二字 （打四字常言）', 'answer': '谜底：心怀不满'}
{'tip': '小贴士：罗马，是意大利的首都。谜底中的“意”，别指“意大利”。', 'mystery': '谜面：童年生活于罗马 （打四字常言）', 'answer': '谜底：不大在意'}
{'tip': '小贴士：谜底中的“开”，别指“开车”。', 'mystery': '谜面：司机要罢工 （打三字常言俗语）', 'answer': '谜底：想不开'}
{'tip': '小贴士：“一角”钱可换算为“十分”钱。', 'mystery': '谜面：公厕收费一角 （打四字常言）', 'answer': '谜底：十分方便'}
{'tip': '小贴士：“猜出”二字的一半，取“青山”。', 'mystery': '谜面：猜出一半 （打五字常言俗语）', 'answer': '谜底：留得青山在'}
{'tip': '小贴士：“事”别指“职业”。', 'mystery': '谜面：求职 （打四字常言俗语）', 'answer': '谜底：没事找事'}
{'tip': '小贴士：据《山海经》记载，女蜗练石是为了补天。谜底中的“眼”别指“窟窿”。', 'mystery': '谜面：女蜗为何要练石 （打四字俗语）', 'answer': '谜底：老天有眼'}
{'tip': '小贴士：“兄弟”，俗称“手脚”。“花脸”是京剧中的一类角色，术语为“净”。', 'mystery': '谜面：兄弟拒扮大花脸 （打五字俗语）', 'answer': '谜底：手脚不干净'}
{'tip': '小贴士：“寸”字由“小”字的中心和“一”、“点”组合而成。谜面别解为将“寸”字拆分。', 'mystery': '谜面：分寸 （打四字口语）', 'answer': '谜底：小心一点'}
{'tip': '小贴士：仵作，指旧时官府检验命案死尸的人。“死活”别解为“检验死者的工作”。', 'mystery': '谜面：拒当仵作 （打四字常言）', 'answer': '谜底：死活不干'}
{'tip': '小贴士：通过数学运算，“1”比“100”小了“99”。', 'mystery': '谜面：一比一百 （打三字俗语）', 'answer': '谜底：小九九'}
{'tip': '小贴士：基本正确，差错的不多。', 'mystery': '谜面：基本正确 （打三字常言）', 'answer': '谜底：差不多'}
{'tip': '小贴士：谜面“和气生财”别解为“祥和、生气就可以生财”。谜底“哭笑不得”理解为“哭和笑则无所得”，反扣谜面。', 'mystery': '谜面：和气生财 （打四字俗语）', 'answer': '谜底：哭笑不得'}
{'tip': '小贴士：“不起来”别解为“赖床不起来”。', 'mystery': '谜面：爱睡懒觉 （打五字口语）', 'answer': '谜底：喜欢不起来'}
{'tip': '小贴士：谜底“看不清楚”应顿读为“看不清、楚”，“楚”的字义为“苦楚”。', 'mystery': '谜面：视力模糊人痛苦 （打四字口语）', 'answer': '谜底：看不清楚'}
{'tip': '小贴士：“有点”别解为“有斑点”，与“一脸麻子”之意相通。“紧张”别解为“紧密地张看”，与“老是看”有着异曲同工之妙。', 'mystery': '谜面：一脸麻子老是看 （打四字口语）', 'answer': '谜底：有点紧张'}
{'tip': '小贴士：“鸿门宴”，原指范增为刺杀刘邦所设的圈套。', 'mystery': '谜面：拒赴鸿门宴 （打五字口语）', 'answer': '谜底：不吃这一套'}
{'tip': '小贴士：谜底别解为“没什么是大的不了解的”。', 'mystery': '谜面：知子莫若父 （打六字口语）', 'answer': '谜底：没什么大不了'}
{'tip': '小贴士：“楚”，别解为“凄楚、酸楚”。', 'mystery': '谜面：了解真相会伤心 （打四字口语）', 'answer': '谜底：不清不楚'}
{'tip': '小贴士：谜底“所托非人”与谜面表达的是同一个意思。', 'mystery': '谜面：让狗看家门 （打四字常言）', 'answer': '谜底：所托非人'}
{'tip': '小贴士：“竞走”，是从日常行走的基础上发展出来的运动。谜底中的“行行”应读作“xíng”音，义为“行行走走”。', 'mystery': '谜面：竞走冠军 （打俗语五字）', 'answer': '谜底：行行出状元'}
{'tip': '小贴士：谜底别解为“差（不好）的数量不多”，与谜面所表述之意相扣。', 'mystery': '谜面：大部分是好的 （打俗语三字）', 'answer': '谜底：差不多'}
{'tip': '小贴士：灯谜叫“文虎”，所以猜谜被称之为“射虎”或“打虎”。', 'mystery': '谜面：谜友 （打五字常用语）', 'answer': '谜底：不打不相识'}
{'tip': '小贴士：“严”，是对父亲的尊称。谜底中的“严重”，别解为“父亲的体重”。', 'mystery': '谜面：“爸爸，你多少斤？” （打4字常言）', 'answer': '谜底：问题严重'}
{'tip': '小贴士：谜底中的“点”，别指“点子”；“难度”别解为“度过难关”。', 'mystery': '谜面：计上心来过险关 （打四字俗语）', 'answer': '谜底：有点难度'}
{'tip': '小贴士：谜底中的“强行”别解为“不按规定行走”。', 'mystery': '谜面：硬闯红灯无道德 （打四字常言）', 'answer': '谜底：强行非礼'}
{'tip': '小贴士：“坏”字作何解？“不好”的“意思”。', 'mystery': '谜面：坏字何解 （打四字口语）', 'answer': '谜底：不好意思'}
{'tip': '小贴士：缝纫机空转，意指没有纫上线真正工作，没有线的针上下飞奔，不正扣合谜底吗？', 'mystery': '谜面：缝纫机空转 （打八字俗语）', 'answer': '谜底：赤条条来去无牵挂'}
{'tip': '小贴士：有什么样的父亲一定会有什么样的儿子。', 'mystery': '谜面：老子英雄儿好汉，老子混账儿混蛋 （打七字俗语）', 'answer': '谜底：有其父必有其子'}
{'tip': '小贴士：“算”别指“算计”。', 'mystery': '谜面：谋自己出 （打俗语三字）', 'answer': '谜底：不合算'}
{'tip': '小贴士：“布鲁塞尔”为比利时首都，代指“比方（比利时一方）”。', 'mystery': '谜面：联合进军布鲁塞尔 （打三字口语一）', 'answer': '谜底：打比方'}
{'tip': '小贴士：“打”字卸下“手”，剩下“丁”。', 'mystery': '谜面：丁 （打俗语三字）', 'answer': '谜底：打下手'}
{'tip': '小贴士：“绝活”与“毙命”之意相呼应。', 'mystery': '谜面：一掌毙命 （打一俗语，四字）', 'answer': '谜底：拿手绝活'}
{'tip': '小贴士：“在的”别解为“在的士上”。', 'mystery': '谜面：出租车里吐真情 （打四字口语）', 'answer': '谜底：说实在的'}
{'tip': '小贴士：谜底中的“发”别解为“头发”，引申为“辫子”。', 'mystery': '谜面：辫子功 （打俗语四字）', 'answer': '谜底：发挥作用'}
{'tip': '小贴士：“许”别指“许配”。', 'mystery': '谜面：比武招亲 （打俗语五字）', 'answer': '谜底：许胜不许败'}
{'tip': '', 'mystery': '谜面：本本主义者 （打俗语四字）', 'answer': '谜底：一切从简'}
{'tip': '', 'mystery': '谜面：棒责 （打俗语三字）', 'answer': '谜底：打光棍'}
{'tip': '', 'mystery': '谜面：春山秋水皆模糊 （打俗语四字）', 'answer': '谜底：眉目不清'}
{'tip': '', 'mystery': '谜面：楚门岂阻晏子行 （打俗语三字）', 'answer': '谜底：不长进'}
{'tip': '', 'mystery': '谜面：愁眉苦脸戴项链 （打俗语五字）', 'answer': '谜底：不兴这一套'}
{'tip': '', 'mystery': '谜面：布裙犹是嫁时衣 （打三字俗语）', 'answer': '谜底：老一套'}
{'tip': '', 'mystery': '谜面：矮子不怕天塌 （打俗语三字）', 'answer': '谜底：拿大顶'}
{'tip': '', 'mystery': '谜面：出师未捷身先死 （打俗语五字）', 'answer': '谜底：打不赢就走'}
{'tip': '', 'mystery': '谜面：出动潜艇歼敌 （打俗语四字）', 'answer': '谜底：沉着应战'}
{'tip': '', 'mystery': '谜面：不许坐视 （打俗语三字）', 'answer': '谜底：看得起'}
{'tip': '', 'mystery': '谜面：闭门 （打俗语三字）', 'answer': '谜底：关系户'}
{'tip': '', 'mystery': '谜面：保长 （打俗语三字）', 'answer': '谜底：不护短'}
{'tip': '', 'mystery': '谜面：爱惜飞蛾纱笼灯 （打三字俗语二）', 'answer': '谜底：可怜虫，有一套'}
{'tip': '', 'mystery': '谜面：月老 （打一俗语）', 'answer': '谜底：与人作对'}
{'tip': '', 'mystery': '谜面：春归秋往费相思 （打俗语四字）', 'answer': '谜底：酒入愁肠'}
{'tip': '小贴士：“中”别指“中国”。', 'mystery': '谜面：出口商品 （打俗语三字）', 'answer': '谜底：不中用'}
{'tip': '', 'mystery': '谜面：冲天香阵透长安 （打俗语三字）', 'answer': '谜底：有味道'}
{'tip': '', 'mystery': '谜面：不养儿不知父母恩 （打四字常言）', 'answer': '谜底：产生感情'}
{'tip': '', 'mystery': '谜面：冰雪消融 （打俗语三字）', 'answer': '谜底：白热化'}
{'tip': '', 'mystery': '谜面：本领 （打俗语三字）', 'answer': '谜底：没出息'}
{'tip': '', 'mystery': '谜面：八戒拱地 （打俗语三字）', 'answer': '谜底：嘴把式'}
{'tip': '小贴士：“持节汉臣”指的是苏武，谜底中的“胡”别指“中国古代对北方民族的称呼”。', 'mystery': '谜面：持节汉臣归 （打三字俗语）', 'answer': '谜底：别胡来'}
{'tip': '', 'mystery': '谜面：不嫁懦夫 （打俗语四字）', 'answer': '谜底：适应性强'}
{'tip': '', 'mystery': '谜面：爱听奉承话 （打俗语五字）', 'answer': '谜底：好人有好报'}
{'tip': '', 'mystery': '谜面：不正之风 （打俗语四字）', 'answer': '谜底：流里流气'}
{'tip': '', 'mystery': '谜面：不求升官，加薪就行。 （打俗语六字）', 'answer': '谜底：别提有多高兴'}
{'tip': '', 'mystery': '谜面：别巷寂寥人散后 （打俗语六字）', 'answer': '谜底：弄得冷冷清清'}
{'tip': '', 'mystery': '谜面：北腿方罢又南拳，叱然一声终收手。 （打俗语六字）', 'answer': '谜底：连招呼也不打'}
{'tip': '', 'mystery': '谜面：《狱中咏蝉》 （打俗语三字）', 'answer': '谜底：发牢骚'}
{'tip': '小贴士：“开”别解为“开会”。', 'mystery': '谜面：打算取消会议 （打俗语三字）', 'answer': '谜底：想不开'}
{'tip': '', 'mystery': '谜面：从此萧郎是路人 （打俗语四字）', 'answer': '谜底：旅行结婚'}
{'tip': '', 'mystery': '谜面：不欢而散 （打俗语三字）', 'answer': '谜底：别发愁'}
{'tip': '', 'mystery': '谜面：北风呼啸雪纷飞 （打俗语六字）', 'answer': '谜底：吹得天花乱坠'}
{'tip': '', 'mystery': '谜面：安能辨我是雄雌 （打俗语三字）', 'answer': '谜底：不定性'}
{'tip': '', 'mystery': '谜面：兵谏 （打俗语四字）', 'answer': '谜底：打定主意'}
{'tip': '', 'mystery': '谜面：背负青天 （打俗语五字）', 'answer': '谜底：包在我身上'}
{'tip': '', 'mystery': '谜面：黯然失色 （打俗语三字）', 'answer': '谜底：不光彩'}
{'tip': '', 'mystery': '谜面：出门挣钱不掏本 （打俗语四字）', 'answer': '谜底：干净利落'}
{'tip': '', 'mystery': '谜面：不应有恨 （打俗语三字）', 'answer': '谜底：消消气'}
{'tip': '', 'mystery': '谜面：不离不弃芳龄永继 （打俗语四字）', 'answer': '谜底：长期共存'}
{'tip': '', 'mystery': '谜面：不怀好意 （打俗语三字）', 'answer': '谜底：没良心'}
{'tip': '', 'mystery': '谜面：闭门谢客 （打俗语四字）', 'answer': '谜底：不同意见'}
{'tip': '', 'mystery': '谜面：比武郎君负于娘子 （打俗语五字）', 'answer': '谜底：功夫不过关'}
{'tip': '', 'mystery': '谜面：按劳分配 （打俗语四字）', 'answer': '谜底：不可多得'}
{'tip': '', 'mystery': '谜面：爱酒如命难戒酒 （打俗语五字）', 'answer': '谜底：想要不想干'}
{'tip': '', 'mystery': '谜面：厨师动刀要小心 （打俗语四字）', 'answer': '谜底：切勿大意'}
{'tip': '', 'mystery': '谜面：赤膊上阵遭败绩 （打三字口语）', 'answer': '谜底：不服输'}
{'tip': '', 'mystery': '谜面：长发偏要自己剪 （打俗语五字）', 'answer': '谜底：得理不让人'}
{'tip': '', 'mystery': '谜面：不要躺着看书 （打俗语三字）', 'answer': '谜底：瞧得起'}
{'tip': '', 'mystery': '谜面：备齐酒菜饯行 （打俗语五字）', 'answer': '谜底：别来这一套'}
{'tip': '', 'mystery': '谜面：八刀 （打俗语四字）', 'answer': '谜底：两极分化'}
{'tip': '', 'mystery': '谜面：卜签称心愿 （打俗语四字）', 'answer': '谜底：符合要求'}
{'tip': '', 'mystery': '谜面：表面抛光 （打俗语三字）', 'answer': '谜底：不要脸'}
{'tip': '', 'mystery': '谜面：鞭敲金镫响 （打四字常言）', 'answer': '谜底：打击报复'}
{'tip': '', 'mystery': '谜面：背光 （打俗语三字）', 'answer': '谜底：不照面'}
{'tip': '', 'mystery': '谜面：本场棋赛到此结束 （打俗语五字）', 'answer': '谜底：这下子完了'}
{'tip': '', 'mystery': '谜面：卑鄙无耻竟出名 （打五字口语）', 'answer': '谜底：不要脸红了'}
{'tip': '', 'mystery': '谜面：阿拉伯酋长大会 （打俗语三字）', 'answer': '谜底：回头见'}
{'tip': '', 'mystery': '谜面：出家人 （打俗语三字）', 'answer': '谜底：门外汉'}
{'tip': '', 'mystery': '谜面：长河渐落晓星沉 （打俗语四字）', 'answer': '谜底：天才发明'}
{'tip': '', 'mystery': '谜面：槟榔还未熟的时候 （打三字俗语）', 'answer': '谜底：不老实'}
{'tip': '', 'mystery': '谜面：变频 （打三字常言）', 'answer': '谜底：经常化'}
{'tip': '', 'mystery': '谜面：北斗阑于南斗斜 （打俗语三字）', 'answer': '谜底：不正经'}
{'tip': '小贴士：“困难”别解为“睡觉难”。', 'mystery': '谜面：安眠药 （打俗语四字）', 'answer': '谜底：解决困难'}
{'tip': '', 'mystery': '谜面：不可使居无竹 （打五字俗语）', 'answer': '谜底：舍命陪君子'}
{'tip': '', 'mystery': '谜面：笔耕舌锄维生计 （打俗语四字）', 'answer': '谜底：文化教养'}
{'tip': '', 'mystery': '谜面：保护视力 （打俗语三字）', 'answer': '谜底：小心眼'}
{'tip': '', 'mystery': '谜面：白发人反送黑发人 （打四字俗语）', 'answer': '谜底：老的少的'}
{'tip': '', 'mystery': '谜面：安假眼 （打俗语五字）', 'answer': '谜底：装着看不见'}
{'tip': '', 'mystery': '谜面：艾青还是老样子 （打五字常用语）', 'answer': '谜底：五十年不变'}
{'tip': '', 'mystery': '谜面：阿炳奏琵琶 （打俗语三字）', 'answer': '谜底：瞎指挥'}
{'tip': '', 'mystery': '谜面：包青天 （打俗语五字）', 'answer': '谜底：瞒上不瞒下'}
{'tip': '', 'mystery': '谜面：八哥 （打俗语四字）', 'answer': '谜底：胡须老大'}
{'tip': '', 'mystery': '谜面：爱的奉献 （打俗语三字）', 'answer': '谜底：不留情'}
{'tip': '', 'mystery': '谜面：被迫交手 （打俗语六字）', 'answer': '谜底：打心里不愿意'}
{'tip': '', 'mystery': '谜面：报喜亦报忧 （打俗语四字）', 'answer': '谜底：好说歹说'}
{'tip': '', 'mystery': '谜面：百舸争流，千舟竞发。 （打四字俗语）', 'answer': '谜底：比比划划'}
{'tip': '', 'mystery': '谜面：八戒拱地如儿戏 （打俗语四字）', 'answer': '谜底：耍嘴皮子'}
{'tip': '', 'mystery': '谜面：按图施工 （打俗语三字）', 'answer': '谜底：看着办'}
{'tip': '', 'mystery': '谜面：爱莫能助 （打俗语三字）', 'answer': '谜底：难为情'}
{'tip': '', 'mystery': '谜面：从此替爷征 （打俗语四字）', 'answer': '谜底：改变性格'}
{'tip': '', 'mystery': '谜面：此次回来任务少 （打俗语五字）', 'answer': '谜底：这还差不多'}
{'tip': '', 'mystery': '谜面：创作民歌得了彩 （打俗语四字）', 'answer': '谜底：造谣中伤'}
{'tip': '', 'mystery': '谜面：触犯众怒 （打俗语四字）', 'answer': '谜底：人人有责'}
{'tip': '', 'mystery': '谜面：吃了再走 （打四字常言）', 'answer': '谜底：不服不行'}
{'tip': '', 'mystery': '谜面：波浪滔天 （打俗语三字）', 'answer': '谜底：掀高潮'}
{'tip': '', 'mystery': '谜面：下旬残月 （打俗语四字）', 'answer': '谜底：圆满结束'}
{'tip': '', 'mystery': '谜面：麦加 （打俗语三字）', 'answer': '谜底：回老家'}
{'tip': '', 'mystery': '谜面：病去如抽丝 （打四字口语）', 'answer': '谜底：好不容易'}
{'tip': '', 'mystery': '谜面：逼索无效遂停止 （打四字常言）', 'answer': '谜底：迫不得已'}
{'tip': '', 'mystery': '谜面：《左传》 （打俗语四字）', 'answer': '谜底：无出其右'}
{'tip': '', 'mystery': '谜面：八戒用计，行者上当。 （打三字口语）', 'answer': '谜底：耍猴儿'}
{'tip': '', 'mystery': '谜面：傲气十足 （打俗语四字）', 'answer': '谜底：相当满意'}
{'tip': '', 'mystery': '谜面：按计划撤回 （打五字口语）', 'answer': '谜底：这还算好的'}
{'tip': '', 'mystery': '谜面：安定必须放首位 （打俗语四字）', 'answer': '谜底：稳得第一'}
{'tip': '', 'mystery': '谜面：为什么化妆美容 （打俗语五字）', 'answer': '谜底：要给你好看'}
{'tip': '', 'mystery': '谜面：未决雌雄 （打俗语三字）', 'answer': '谜底：没定性'}
{'tip': '', 'mystery': '谜面：我心依然是中国心 （打七字常言）', 'answer': '谜底：不把自己当外人'}
{'tip': '', 'mystery': '谜面：无心之过 （打俗语五字）', 'answer': '谜底：不是生意经'}
{'tip': '', 'mystery': '谜面：误入歧途 （打俗语三字）', 'answer': '谜底：不懂行'}
{'tip': '', 'mystery': '谜面：西天取经谁开路 （打俗语三字）', 'answer': '谜底：先行者'}
{'tip': '', 'mystery': '谜面：下棋须耐心 （打俗语三字）', 'answer': '谜底：别着急'}
{'tip': '', 'mystery': '谜面：小姐偷觑郎君面 （打俗语四字）', 'answer': '谜底：妇女见识'}
{'tip': '', 'mystery': '谜面：小鸟飞出巢 （打俗语三字）', 'answer': '谜底：不大离'}
{'tip': '', 'mystery': '谜面：胸怀宽广招门客 （打俗语四字）', 'answer': '谜底：大肚罗汉'}
{'tip': '小贴士：“机”，指计算机，即电脑。', 'mystery': '谜面：心算不如电脑快 （打四字俗语）', 'answer': '谜底：机敏过人'}
{'tip': '', 'mystery': '谜面：虽游戏亦不悔 （打俗语三字）', 'answer': '谜底：耍无赖'}
{'tip': '', 'mystery': '谜面：太公八十遇艰辛 （打俗语五字）', 'answer': '谜底：姜是老的辣'}
{'tip': '', 'mystery': '谜面：螳螂捕蝉 （打俗语五字）', 'answer': '谜底：顾前不顾后'}
{'tip': '', 'mystery': '谜面：高级领导下基层 （打俗语四字）', 'answer': '谜底：来头不小'}
{'tip': '', 'mystery': '谜面：个体生产 （打俗语三字）', 'answer': '谜底：单一制'}
{'tip': '', 'mystery': '谜面：各打五十大板 （打俗语四字）', 'answer': '谜底：人人有责'}
{'tip': '', 'mystery': '谜面：反面无常 （打俗语三字）', 'answer': '谜底：调皮鬼'}
{'tip': '', 'mystery': '谜面：返回故里常探路 （打俗语五字）', 'answer': '谜底：人生地不熟'}
