{'tip': '小贴士：“原”字的中间“白”与“一”组合，可成“百”字。“集中”意扣“合”。', 'mystery': '谜面：一到中原就集中 （打二字中药）', 'answer': '谜底：百合'}
{'tip': '', 'mystery': '谜面：调羹勺，舀豌豆，中间没有两边有。 （打一中药）', 'answer': '谜底：梧桐子'}
{'tip': '', 'mystery': '谜面：二八路炮 （中药名）', 'answer': '谜底：马前子'}
{'tip': '', 'mystery': '谜面：工部诗才让白先 （中药名）', 'answer': '谜底：杜仲'}
{'tip': '', 'mystery': '谜面：敲山震虎 （打一中草药名）', 'answer': '谜底：驱风散'}
{'tip': '', 'mystery': '谜面：金钿遍野 （打一中草药名）', 'answer': '谜底：地黄'}
{'tip': '', 'mystery': '谜面：九争第一名 （中药名）', 'answer': '谜底：杜仲'}
{'tip': '', 'mystery': '谜面：尸居余气 （中药名）', 'answer': '谜底：血竭'}
{'tip': '', 'mystery': '谜面：决不崇洋媚外 （中药名）', 'answer': '谜底：甘土'}
{'tip': '', 'mystery': '谜面：丁壮上一线 （打一西药名）', 'answer': '谜底：前列康'}
{'tip': '', 'mystery': '谜面：赵云怀内小龙眠 （中药名二）', 'answer': '谜底：使君子，安息香'}
{'tip': '', 'mystery': '谜面：千 （中药名二）', 'answer': '谜底：三七，百合'}
{'tip': '', 'mystery': '谜面：君子之交 （中药名）', 'answer': '谜底：淡竹'}
{'tip': '', 'mystery': '谜面：二郎歌声 （中药名）', 'answer': '谜底：神曲'}
{'tip': '', 'mystery': '谜面：猜谜更使人生慧 （打一中草药名）', 'answer': '谜底：益智'}
{'tip': '', 'mystery': '谜面：低头思故乡 （打一中药）', 'answer': '谜底：怀熟地'}
{'tip': '', 'mystery': '谜面：九龄已老 （中药名二）', 'answer': '谜底：童便，白头翁'}
{'tip': '', 'mystery': '谜面：二者不可得兼 （中药名）', 'answer': '谜底：一舍'}
{'tip': '', 'mystery': '谜面：九畹贞芳慰独醒 （中药名）', 'answer': '谜底：苏合香'}
{'tip': '', 'mystery': '谜面：马蹄无处避残红 （中草药名二）', 'answer': '谜底：路路通，密蒙花'}
{'tip': '', 'mystery': '谜面：日暮掩柴扉 （中药名）', 'answer': '谜底：夜关门'}
{'tip': '', 'mystery': '谜面：二度梅花满树红 （中药名）', 'answer': '谜底：回春丹'}
{'tip': '', 'mystery': '谜面：妇婴投保 （中药名）', 'answer': '谜底：益母子'}
{'tip': '', 'mystery': '谜面：绝命丹 （中药名）', 'answer': '谜底：没药'}
{'tip': '', 'mystery': '谜面：大江静犹浪 （中药名）', 'answer': '谜底：水安息'}
{'tip': '', 'mystery': '谜面：东坡植树绿东坡 （中药名二）', 'answer': '谜底：苏木，青皮'}
{'tip': '', 'mystery': '谜面：个人包干 （中药名）', 'answer': '谜底：独活'}
{'tip': '', 'mystery': '谜面：九月山阴黄花妍 （中药名）', 'answer': '谜底：北野菊'}
{'tip': '', 'mystery': '谜面：冒雨进攻 （中药名）', 'answer': '谜底：落得打'}
{'tip': '', 'mystery': '谜面：个个厂力争上游 （中药名）', 'answer': '谜底：竹沥'}
{'tip': '', 'mystery': '谜面：昏君弃贤才 （中药名）', 'answer': '谜底：王不留行'}
{'tip': '', 'mystery': '谜面：九死一生 （中药名）', 'answer': '谜底：独活'}
{'tip': '', 'mystery': '谜面：自幼曾攻经史 （中药名二）', 'answer': '谜底：童便，益智'}
{'tip': '', 'mystery': '谜面：千金散尽还复来 （中药名二）', 'answer': '谜底：银花，当归'}
{'tip': '', 'mystery': '谜面：夫子何为者 （中药名）', 'answer': '谜底：鼠妇'}
{'tip': '', 'mystery': '谜面：火攻 （中药名二）', 'answer': '谜底：人参，八角'}
{'tip': '', 'mystery': '谜面：可怜红锦枉抛泥 （中药名）', 'answer': '谜底：惜花散'}
{'tip': '', 'mystery': '谜面：秋菊满东篱 （中药名）', 'answer': '谜底：黄连'}
{'tip': '', 'mystery': '谜面：空心树 （中药名）', 'answer': '谜底：木通'}
{'tip': '', 'mystery': '谜面：就我还未富起来 （中药名）', 'answer': '谜底：人发'}
{'tip': '', 'mystery': '谜面：冰川 （中药名二）', 'answer': '谜底：寒水石，滑石'}
{'tip': '', 'mystery': '谜面：万里苍穹缀羽云 （中草药名二）', 'answer': '谜底：空青，白毛串'}
{'tip': '', 'mystery': '谜面：千朵万朵压枝低 （中药名二）', 'answer': '谜底：木通，密蒙花'}
{'tip': '', 'mystery': '谜面：大河上下，顿失滔滔。 （中药名三）', 'answer': '谜底：水安息，当归，冰片'}
{'tip': '', 'mystery': '谜面：会 （中药名二）', 'answer': '谜底：人参，白前'}
{'tip': '', 'mystery': '谜面：民主共和社会 （中药名）', 'answer': '谜底：党参'}
{'tip': '', 'mystery': '谜面：班前班后话灯谜 （中药名）', 'answer': '谜底：琥珀'}
{'tip': '', 'mystery': '谜面：乃一龙一猪 （中药名）', 'answer': '谜底：兔狗尾'}
{'tip': '', 'mystery': '谜面：人亦念其家 （中药名）', 'answer': '谜底：怀生地'}
{'tip': '', 'mystery': '谜面：马上相逢无纸笔 （中药名二）', 'answer': '谜底：反商，车前草'}
{'tip': '', 'mystery': '谜面：半部春秋反复念 （中药名）', 'answer': '谜底：茴香'}
{'tip': '', 'mystery': '谜面：李 （中药名）', 'answer': '谜底：木附子'}
{'tip': '', 'mystery': '谜面：万顷湖开碧 （中药名二）', 'answer': '谜底：水安息，空青'}
{'tip': '', 'mystery': '谜面：劝君须惜少年时 （中药名）', 'answer': '谜底：青春宝'}
{'tip': '', 'mystery': '谜面：动用外汇 （中药名）', 'answer': '谜底：洋金花'}
{'tip': '', 'mystery': '谜面：三省吾身 （中药名）', 'answer': '谜底：防已'}
{'tip': '', 'mystery': '谜面：洪灾消失航运开 （中药名二）', 'answer': '谜底：水安息，脉通'}
{'tip': '', 'mystery': '谜面：落花流水 （中药名二）', 'answer': '谜底：香附，泽泻'}
{'tip': '', 'mystery': '谜面：过街老鼠 （中药名）', 'answer': '谜底：落得打'}
{'tip': '', 'mystery': '谜面：十八除以三 （中药名）', 'answer': '谜底：商陆'}
{'tip': '', 'mystery': '谜面：满纸荒唐言 （中药名二）', 'answer': '谜底：文无，云实'}
{'tip': '', 'mystery': '谜面：万紫千红斗芳菲 （中药名）', 'answer': '谜底：花旺'}
{'tip': '', 'mystery': '谜面：横山点点印人迹，曲径幽幽露草痕。 （中药名）', 'answer': '谜底：灵芝'}
{'tip': '', 'mystery': '谜面：万恶渊薮 （中药名带量）', 'answer': '谜底：当归一钱'}
{'tip': '', 'mystery': '谜面：大暑小暑 （中药名二）', 'answer': '谜底：茯苓，省头草'}
{'tip': '', 'mystery': '谜面：故土 （中药名）', 'answer': '谜底：熟地'}
{'tip': '', 'mystery': '谜面：自是桃花贪结子 （中药名）', 'answer': '谜底：马胎'}
{'tip': '', 'mystery': '谜面：九月正当三十日 （中药名）', 'answer': '谜底：明天冬'}
{'tip': '', 'mystery': '谜面：不知木兰是女郎 （中药名）', 'answer': '谜底：密蒙花'}
{'tip': '', 'mystery': '谜面：建筑行业走俏 （中药名）', 'answer': '谜底：土木香'}
{'tip': '', 'mystery': '谜面：人间四月芳菲尽 （中药名二）', 'answer': '谜底：夏天无，遍地锦'}
{'tip': '', 'mystery': '谜面：千年裘 （中药名）', 'answer': '谜底：陈皮'}
{'tip': '', 'mystery': '谜面：购得大蟒，转手放生。 （中药名）', 'answer': '谜底：金钱白花蛇'}
{'tip': '', 'mystery': '谜面：泾渭不同流 （中药名带量）', 'answer': '谜底：川断二分'}
{'tip': '', 'mystery': '谜面：儿童节开张 （中药名）', 'answer': '谜底：六一散'}
{'tip': '', 'mystery': '谜面：千丝万缕 （中药名）', 'answer': '谜底：罗布麻'}
{'tip': '', 'mystery': '谜面：一场秋雨一场凉 （西药名）', 'answer': '谜底：炎得平'}
{'tip': '', 'mystery': '谜面：日月潭 （中药名）', 'answer': '谜底：阴阳水'}
{'tip': '', 'mystery': '谜面：大雪纷飞 （中药名）', 'answer': '谜底：天花粉'}
{'tip': '', 'mystery': '谜面：后事终难继 （中药名）', 'answer': '谜底：续断'}
{'tip': '', 'mystery': '谜面：满地榆钱，算来难买春光住。 （中药名三）', 'answer': '谜底：金银花，木耳，当归'}
{'tip': '', 'mystery': '谜面：自愿带环 （中药名二）', 'answer': '谜底：防己，大腹皮'}
{'tip': '', 'mystery': '谜面：入夜更相思 （中药名）', 'answer': '谜底：黑豆'}
{'tip': '', 'mystery': '谜面：东一个西一个 （中药名带量）', 'answer': '谜底：使君子二分'}
{'tip': '', 'mystery': '谜面：中五碎叶 （中药名二）', 'answer': '谜底：白降，生地'}
{'tip': '', 'mystery': '谜面：没羽箭 （中药名）', 'answer': '谜底：射干'}
{'tip': '', 'mystery': '谜面：金兜山悟空走拳 （中药名二）', 'answer': '谜底：猴头，丢了棒'}
{'tip': '', 'mystery': '谜面：回首辛未好开端，乏申再度跃向前。 （中药名二）', 'answer': '谜底：猴姜，猴头'}
{'tip': '', 'mystery': '谜面：六月飞霜 （中药名二）', 'answer': '谜底：半夏，冰片'}
{'tip': '', 'mystery': '谜面：人到岁暮定思乡 （中药名二）', 'answer': '谜底：白头翁，当归'}
{'tip': '', 'mystery': '谜面：梅 （中药名）', 'answer': '谜底：省头草'}
{'tip': '', 'mystery': '谜面：小红娘传书简，崔莺莺会佳期。 （中药名二）', 'answer': '谜底：寄生，合欢'}
{'tip': '', 'mystery': '谜面：黄蜂小尾扑花归 （中药名二）', 'answer': '谜底：全虫，香附'}
{'tip': '', 'mystery': '谜面：九九归一 （打一中草药名）', 'answer': '谜底：百合'}
{'tip': '', 'mystery': '谜面：强者为尊应让我 （中药名三）', 'answer': '谜底：贯众，当归，猴头'}
{'tip': '', 'mystery': '谜面：小聪明 （中药名）', 'answer': '谜底：稚儿灵'}
{'tip': '', 'mystery': '谜面：十战九不利 （中药名带量）', 'answer': '谜底：三七一克'}
{'tip': '', 'mystery': '谜面：失重 （中药名）', 'answer': '谜底：千里光'}
{'tip': '小贴士：双花又称金银花。', 'mystery': '谜面：两个少女 （猜一中药名）', 'answer': '谜底：双花'}
{'tip': '', 'mystery': '谜面：待到秋来九月八 （中草药冠地名）', 'answer': '谜底：大同黄花'}
{'tip': '', 'mystery': '谜面：东郭先生体会深 （中药名）', 'answer': '谜底：狼毒'}
{'tip': '', 'mystery': '谜面：九死一生 （打一中草药名）', 'answer': '谜底：独活'}
{'tip': '', 'mystery': '谜面：起宏图 （打一中草药名）', 'answer': '谜底：远志 '}
{'tip': '', 'mystery': '谜面：久别重逢 （打一中草药名）', 'answer': '谜底：一见喜'}
{'tip': '', 'mystery': '谜面：未来战争 （中药名）', 'answer': '谜底：羊角'}
{'tip': '', 'mystery': '谜面：久贮兰麝气外泄 （中药名）', 'answer': '谜底：陈香露'}
{'tip': '', 'mystery': '谜面：闪 （中药名二）', 'answer': '谜底：人参，一舍'}
{'tip': '', 'mystery': '谜面：九 （中药名）', 'answer': '谜底：补心丸'}
{'tip': '', 'mystery': '谜面：乐不思蜀 （中药名二）', 'answer': '谜底：使君子，忘忧'}
{'tip': '', 'mystery': '谜面：一生联系人民 （中药名二）', 'answer': '谜底：独活，贯众'}
{'tip': '', 'mystery': '谜面：山舞银蛇，原驰蜡象。 （药名二）', 'answer': '谜底：谷维素，冰片'}
{'tip': '', 'mystery': '谜面：休对故园思故国 （中药名二）', 'answer': '谜底：防己，怀熟地'}
{'tip': '', 'mystery': '谜面：从此君王不早朝 （中药名）', 'answer': '谜底：守宫'}
{'tip': '', 'mystery': '谜面：偷梁换柱 （打一中草药名）', 'answer': '谜底：木贼'}
{'tip': '', 'mystery': '谜面：不知道 （打一中草药名）', 'answer': '谜底：生地'}
{'tip': '', 'mystery': '谜面：拦水坝（打一中草药名）', 'answer': '谜底：川断'}
{'tip': '', 'mystery': '谜面：满盘棋 （打一中草药名）', 'answer': '谜底：无漏子'}
{'tip': '', 'mystery': '谜面：不尽长江滚滚流 （打一中药名）', 'answer': '谜底：水安息'}
{'tip': '小贴士：苍术单生或少数茎成簇生，下部或中部以下常紫红色，不分枝或上部但少有自下部分枝的，全部茎枝被稀疏的蛛丝状毛或无毛。', 'mystery': '谜面：老谋深算 （打一中草药）', 'answer': '谜底：苍术'}
{'tip': '', 'mystery': '谜面：夹岸数百步中无杂树 （打一中药）', 'answer': '谜底：川木通'}
{'tip': '', 'mystery': '谜面：十年浩劫罪属谁 （中药名二）', 'answer': '谜底：当归，四逆'}
{'tip': '', 'mystery': '谜面：旧封面坏书页 （中药名二）', 'answer': '谜底：陈皮，破故纸'}
{'tip': '', 'mystery': '谜面：二度梅 （中药名）', 'answer': '谜底：花再生'}
{'tip': '', 'mystery': '谜面：大雨 （中药名）', 'answer': '谜底：半天雷'}
{'tip': '小贴士：双花即金银花，由于忍冬花初开为白色，后转为黄色，因此得名金银花。', 'mystery': '谜面：荷兰 （中药名）', 'answer': '谜底：双花'}
{'tip': '小贴士：松节 Sōnɡ Jié 别名 黄松木节、油松节、松郎头 药材基源：为松科植物油松、马尾松、赤松、云南松等枝干的结节。 性味归经为苦，温，归肝经。功效为祛风燥湿，止痛。用于主风寒湿痹，历节风痛；脚痹痿软；跌打伤痛。', 'mystery': '谜面：乱云飞渡仍从容 （中药名）', 'answer': '谜底：松节'}
{'tip': '小贴士：参三七产吉隆、樟木、定结、墨脱、林芝。生于海拔2300—3200(-3300)米阔叶林内或针园混交林内。', 'mystery': '谜面：合十 （中药名）', 'answer': '谜底：参三七'}
{'tip': '', 'mystery': '谜面：植物学家 （中药名）', 'answer': '谜底：草木通'}
